,fips,county,st,pred_diff
49350,55077,Marquette,WI,4.4
49366,55078,Menominee,WI,9.0
49382,55079,Milwaukee,WI,3.2
49398,55081,Monroe,WI,0.8
49414,55083,Oconto,WI,-7.0
49430,55085,Oneida,WI,0.8
49446,55087,Outagamie,WI,-6.4
49462,55089,Ozaukee,WI,-2.8
49478,55091,Pepin,WI,-4.8
49494,55093,Pierce,WI,-2.4
49510,55095,Polk,WI,-6.2
49526,55097,Portage,WI,-2.8
49542,55099,Price,WI,2.6
49558,55101,Racine,WI,1.2
49574,55103,Richland,WI,2.6
49590,55105,Rock,WI,-1.6
49606,55107,Rusk,WI,-4.8
49622,55109,St Croix,WI,-6.8
49638,55111,Sauk,WI,-1.2
49654,55113,Sawyer,WI,0.4
49670,55115,Shawano,WI,-5.6
49686,55117,Sheboygan,WI,2.2
49702,55119,Taylor,WI,-0.8
49718,55121,Trempealeau,WI,-3.4
49734,55123,Vernon,WI,-3.6
49750,55125,Vilas,WI,-0.8
49766,55127,Walworth,WI,3.0
49782,55129,Washburn,WI,-6.8
49798,55131,Washington,WI,0.8
49814,55133,Waukesha,WI,-1.2
49830,55135,Waupaca,WI,-8.0
49846,55137,Waushara,WI,-2.6
49862,55139,Winnebago,WI,1.6
49878,55141,Wood,WI,-0.4
49894,56001,Albany,WY,4.8
49910,56003,Big Horn,WY,3.4
49926,56005,Campbell,WY,-0.2
49942,56007,Carbon,WY,4.4
49958,56009,Converse,WY,-4.6
49974,56011,Crook,WY,3.4
49990,56013,Fremont,WY,4.4
50006,56015,Goshen,WY,6.6
50022,56017,Hot Springs,WY,7.4
50038,56019,Johnson,WY,3.0
50054,56021,Laramie,WY,4.0
50070,56023,Lincoln,WY,2.8
50086,56025,Natrona,WY,7.6
50102,56027,Niobrara,WY,4.2
50118,56029,Park,WY,1.2
50134,56031,Platte,WY,10.2
50150,56033,Sheridan,WY,-0.6
50166,56035,Sublette,WY,-0.2
50182,56037,Sweetwater,WY,0.4
50198,56039,Teton,WY,-4.6
50214,56041,Uinta,WY,2.2
50230,56043,Washakie,WY,0.8
50246,56045,Weston,WY,-1.2
